unnamed_0,age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,workout_type,fat_percentage,water_intake_liters,workout_frequency_daysweek,experience_level,bmi,base_met,hr_intensity,effective_met,calories_burned_kcal
1689,26,Male,57.7,1.59,196,164,69,0.63,Mixed,30.9,4.1,3,0,22.8,8.0,0.748031496,5.984251969,217.5
1690,23,Female,71.2,1.67,196,163,65,1.15,Mixed,23.7,4.8,6,3,25.5,8.0,0.748091603,5.984732824,490.0
1691,26,Male,49.6,1.66,193,156,67,0.52,Strength,26.8,3.1,2,0,18.0,6.0,0.706349206,4.238095238,109.3
1692,56,Male,62.4,1.55,165,131,68,1.37,Cardio,10.2,3.7,7,3,25.8,7.0,0.649484536,4.546391753,388.7
1693,48,Female,78.1,1.66,164,132,58,0.54,Strength,26.5,3.4,3,1,28.4,6.0,0.698113208,4.188679245,176.7
1694,49,Male,46.1,1.6,163,139,67,1.12,Mixed,22.6,4.6,6,2,18.0,8.0,0.75,6.0,309.8
1695,58,Male,77.0,1.74,163,148,62,1.24,HIIT,12.9,3.9,5,2,25.5,9.5,0.851485149,8.089108911,772.3
1696,29,Male,96.3,1.81,191,150,74,0.28,Cardio,31.0,2.2,3,0,29.4,7.0,0.64957265,4.547008547,122.6
1697,25,Female,74.5,1.56,198,179,69,0.73,HIIT,15.3,3.0,3,1,30.7,9.5,0.852713178,8.100775194,440.6
1698,25,Male,75.3,1.85,194,163,73,0.68,Mixed,19.7,4.0,5,1,22.0,8.0,0.743801653,5.950413223,304.7
1699,45,Male,75.4,1.67,175,135,60,0.89,Cardio,21.7,3.0,4,1,27.1,7.0,0.652173913,4.565217391,306.4
1700,37,Female,74.4,1.58,188,170,70,0.46,HIIT,25.9,2.6,3,1,29.7,9.5,0.847457627,8.050847458,275.5
1701,24,Female,78.9,1.76,185,168,76,0.47,HIIT,27.2,3.1,2,0,25.6,9.5,0.844036697,8.018348624,297.3
1702,28,Male,77.9,1.64,187,135,72,0.4,Yoga,14.5,3.9,2,0,29.1,3.0,0.547826087,1.643478261,51.2
1703,37,Female,66.7,1.67,180,142,69,0.58,Cardio,18.0,2.9,3,1,23.9,7.0,0.657657658,4.603603604,178.1
1704,33,Female,68.8,1.64,186,169,72,0.49,HIIT,30.8,2.9,3,0,25.6,9.5,0.850877193,8.083333333,272.5
1705,21,Female,55.0,1.6,192,147,63,1.33,Cardio,16.5,3.4,7,3,21.5,7.0,0.651162791,4.558139535,333.4
1706,23,Male,71.7,1.75,192,138,72,0.66,Yoga,19.0,3.9,4,1,23.3,3.0,0.55,1.65,78.1
1707,39,Male,70.2,1.65,184,145,71,0.57,Cardio,15.4,2.8,3,1,25.7,7.0,0.654867257,4.584070796,183.4
1708,43,Female,50.1,1.54,179,164,78,0.74,HIIT,29.7,3.3,3,0,21.2,9.5,0.851485149,8.089108911,299.9
1709,20,Male,69.6,1.74,186,170,76,1.2,HIIT,25.4,3.5,4,1,23.1,9.5,0.854545455,8.118181818,678.0
1710,58,Female,65.8,1.56,161,120,70,0.73,Yoga,28.3,3.9,2,0,27.0,3.0,0.549450549,1.648351648,79.2
1711,59,Male,78.9,1.56,160,135,76,0.98,Strength,12.4,3.3,4,2,32.2,6.0,0.702380952,4.214285714,325.9
1712,31,Female,58.3,1.8,184,158,77,0.68,Mixed,24.0,4.2,3,0,18.0,8.0,0.757009346,6.056074766,240.1
1713,28,Male,77.7,1.56,191,159,62,0.76,Mixed,16.3,3.9,6,2,31.9,8.0,0.751937984,6.015503876,355.2
1714,35,Female,48.3,1.45,187,171,81,0.94,HIIT,21.9,3.6,5,1,23.0,9.5,0.849056604,8.066037736,366.2
1715,29,Male,84.6,1.74,195,148,63,1.16,Cardio,16.9,3.2,4,2,27.9,7.0,0.643939394,4.507575758,442.4
1716,40,Male,77.9,1.65,181,147,69,0.65,Strength,27.8,3.6,3,0,28.6,6.0,0.696428571,4.178571429,211.6
1717,29,Female,83.2,1.66,194,139,72,0.68,Yoga,28.2,3.9,2,0,30.3,3.0,0.549180328,1.647540984,93.2
1718,30,Male,57.3,1.65,190,161,72,0.6,Mixed,19.8,4.2,3,0,21.1,8.0,0.754237288,6.033898305,207.4
1719,42,Male,67.0,1.7,167,139,75,0.83,Strength,16.8,3.9,5,1,23.1,6.0,0.695652174,4.173913043,232.1
1720,36,Male,61.3,1.6,183,134,74,0.57,Yoga,23.0,3.5,2,0,23.8,3.0,0.550458716,1.651376147,57.7
1721,53,Male,75.4,1.83,161,148,76,0.8,HIIT,27.2,3.6,2,0,22.6,9.5,0.847058824,8.047058824,485.4
1722,25,Male,68.7,1.53,196,141,75,0.55,Yoga,26.7,3.3,2,0,29.3,3.0,0.545454545,1.636363636,61.8
1723,46,Male,70.5,1.72,173,142,71,1.09,Strength,16.5,4.2,4,2,23.7,6.0,0.696078431,4.176470588,320.9
1724,49,Male,54.8,1.74,170,124,68,0.92,Yoga,26.2,3.4,4,1,18.0,3.0,0.549019608,1.647058824,83.0
1725,35,Male,55.2,1.6,181,138,59,1.1,Cardio,17.5,2.8,7,3,21.5,7.0,0.647540984,4.532786885,275.2
1726,23,Female,44.8,1.58,195,156,67,0.69,Strength,20.9,4.0,4,1,18.0,6.0,0.6953125,4.171875,129.0
1727,35,Male,73.3,1.78,187,158,73,1.12,Mixed,25.5,4.6,2,0,23.1,8.0,0.745614035,5.964912281,489.7
1728,36,Female,66.7,1.58,179,151,68,0.94,Mixed,24.0,3.9,6,2,26.7,8.0,0.747747748,5.981981982,375.1
1729,39,Male,56.1,1.62,178,162,74,0.95,HIIT,23.4,3.8,3,1,21.4,9.5,0.846153846,8.038461538,428.4
1730,54,Female,70.0,1.77,157,134,78,0.92,Strength,21.7,3.9,3,1,22.4,6.0,0.708860759,4.253164557,273.9
1731,49,Male,64.9,1.68,172,133,59,1.19,Cardio,14.3,3.1,7,3,22.9,7.0,0.654867257,4.584070796,354.0
1732,58,Female,55.3,1.5,156,134,69,0.99,Mixed,19.4,4.5,3,1,24.6,8.0,0.747126437,5.977011494,327.2
1733,20,Female,89.7,1.85,200,155,72,0.58,Cardio,24.4,2.9,4,1,26.1,7.0,0.6484375,4.5390625,236.1
1734,45,Male,72.1,1.63,179,144,63,1.04,Strength,12.1,3.7,5,2,27.2,6.0,0.698275862,4.189655172,314.2
1735,27,Female,88.8,1.64,199,158,62,0.75,Strength,20.0,3.3,6,2,33.0,6.0,0.700729927,4.204379562,280.0
1736,52,Male,71.3,1.71,166,133,72,0.71,Cardio,19.5,2.3,3,1,24.5,7.0,0.64893617,4.542553191,230.0
1737,46,Male,81.8,1.74,177,151,73,0.76,Mixed,15.6,4.0,2,0,26.9,8.0,0.75,6.0,373.0
1738,32,Female,63.4,1.88,188,169,59,1.23,HIIT,8.2,3.4,7,3,18.0,9.5,0.852713178,8.100775194,631.7
1739,50,Male,51.5,1.51,161,139,73,0.78,Mixed,29.4,4.0,4,1,22.5,8.0,0.75,6.0,241.0
1740,24,Female,71.2,1.76,189,138,77,0.44,Yoga,27.9,3.6,2,0,22.9,3.0,0.544642857,1.633928571,51.2
1741,29,Female,61.3,1.75,195,139,70,1.31,Yoga,10.1,4.8,5,3,19.9,3.0,0.552,1.656,133.0
1742,47,Male,60.7,1.67,179,145,65,1.15,Strength,15.4,4.2,6,3,21.9,6.0,0.701754386,4.210526316,293.9
1743,38,Male,72.9,1.76,171,156,71,0.68,HIIT,26.8,3.2,2,0,23.6,9.5,0.85,8.075,400.3
1744,48,Male,69.1,1.77,174,128,73,0.77,Yoga,19.7,3.6,2,0,22.0,3.0,0.544554455,1.633663366,86.9
1745,41,Male,81.8,1.54,180,138,58,0.84,Cardio,14.5,2.9,6,2,34.4,7.0,0.655737705,4.590163934,315.4
1746,37,Male,89.6,1.85,179,152,70,0.83,Mixed,23.1,4.5,2,0,26.0,8.0,0.752293578,6.018348624,447.6
1747,54,Female,74.3,1.52,162,150,81,0.68,HIIT,26.3,3.1,2,0,32.0,9.5,0.851851852,8.092592593,408.9
1748,21,Female,73.5,1.57,194,173,59,1.5,HIIT,20.8,3.6,7,3,30.0,9.5,0.844444444,8.022222222,884.4
1749,45,Male,58.6,1.65,165,150,63,0.66,HIIT,19.5,2.9,5,1,21.4,9.5,0.852941176,8.102941176,313.4
1750,37,Male,84.7,1.87,178,141,55,1.2,Strength,19.0,3.7,5,2,24.2,6.0,0.699186992,4.195121951,426.4
1751,41,Male,60.5,1.65,182,145,58,1.56,Strength,18.1,4.5,4,2,22.3,6.0,0.701612903,4.209677419,397.3
1752,49,Female,65.7,1.68,169,131,61,1.15,Cardio,22.4,3.2,5,2,23.4,7.0,0.648148148,4.537037037,342.8
1753,58,Female,66.8,1.82,166,129,60,1.25,Cardio,14.4,3.8,7,3,20.1,7.0,0.650943396,4.556603774,380.5
1754,53,Female,60.5,1.65,157,130,68,0.95,Strength,24.1,3.7,4,1,22.2,6.0,0.696629213,4.179775281,240.2
1755,51,Male,62.1,1.56,171,125,68,1.43,Yoga,26.1,4.6,7,2,25.4,3.0,0.553398058,1.660194175,147.4
1756,53,Male,68.0,1.64,171,143,60,0.64,Mixed,19.4,4.2,5,2,25.3,8.0,0.747747748,5.981981982,260.3
1757,19,Female,82.6,1.82,188,157,66,0.81,Mixed,22.8,4.3,7,3,25.0,8.0,0.745901639,5.967213115,399.2
1758,32,Male,67.6,1.69,185,167,64,0.98,HIIT,15.2,3.7,4,2,23.8,9.5,0.851239669,8.08677686,535.7
1759,51,Male,96.3,1.87,171,133,62,1.24,Cardio,14.9,3.5,7,3,27.4,7.0,0.651376147,4.559633028,544.5
1760,53,Female,70.7,1.75,174,128,72,0.65,Yoga,34.5,3.7,3,0,23.0,3.0,0.549019608,1.647058824,75.7
1761,23,Female,77.2,1.62,190,163,80,0.75,Mixed,25.7,3.9,3,0,29.6,8.0,0.754545455,6.036363636,349.5
1762,56,Male,51.1,1.69,171,156,68,0.62,HIIT,21.4,2.9,3,0,18.0,9.5,0.854368932,8.116504854,257.1
1763,59,Female,67.7,1.59,163,149,69,0.6,HIIT,31.7,3.0,3,0,26.6,9.5,0.85106383,8.085106383,328.4
1764,29,Male,67.5,1.61,186,145,70,0.56,Cardio,18.6,3.1,2,0,26.0,7.0,0.646551724,4.525862069,171.1
1765,20,Female,76.9,1.9,205,174,81,0.33,Mixed,26.5,3.3,3,0,21.3,8.0,0.75,6.0,152.3
1766,35,Female,71.7,1.78,197,162,59,1.3,Mixed,16.5,4.4,7,3,22.6,8.0,0.746376812,5.971014493,556.6
1767,57,Male,80.7,1.77,161,120,70,0.77,Yoga,25.2,3.4,3,0,25.9,3.0,0.549450549,1.648351648,102.4
1768,38,Male,72.4,1.62,180,141,69,0.92,Cardio,33.5,3.1,3,1,27.7,7.0,0.648648649,4.540540541,302.4
1769,32,Female,60.7,1.84,183,142,66,0.99,Cardio,17.4,3.1,4,2,18.0,7.0,0.64957265,4.547008547,273.2
1770,50,Male,84.9,1.79,179,146,70,0.49,Strength,27.5,2.8,3,0,26.5,6.0,0.697247706,4.183486239,174.0
1771,52,Female,77.4,1.87,164,142,76,0.63,Mixed,28.5,3.6,2,0,22.2,8.0,0.75,6.0,292.6
1772,43,Male,99.0,1.86,172,143,74,0.76,Strength,25.7,3.6,2,0,28.5,6.0,0.704081633,4.224489796,317.9
1773,25,Female,42.3,1.53,192,138,72,0.56,Yoga,31.6,3.4,3,0,18.0,3.0,0.55,1.65,39.1
1774,53,Female,83.2,1.57,164,148,55,1.01,HIIT,22.7,4.1,5,3,33.8,9.5,0.853211009,8.105504587,681.1
1775,47,Female,51.0,1.58,170,133,64,1.2,Cardio,11.1,3.5,5,3,20.5,7.0,0.650943396,4.556603774,278.9
1776,40,Male,74.7,1.59,176,146,58,1.53,Mixed,15.3,4.9,7,3,29.7,8.0,0.745762712,5.966101695,681.9
1777,59,Female,69.6,1.71,157,127,55,1.38,Strength,13.3,4.2,7,3,23.7,6.0,0.705882353,4.235294118,406.8
1778,31,Female,54.6,1.62,190,173,77,0.44,HIIT,30.0,2.7,2,0,20.7,9.5,0.849557522,8.07079646,193.9
1779,31,Female,89.3,1.89,196,138,67,1.24,Yoga,15.1,4.2,5,2,25.1,3.0,0.550387597,1.651162791,182.8
1780,19,Female,98.4,1.87,196,164,70,0.79,Mixed,22.8,3.6,6,2,28.1,8.0,0.746031746,5.968253968,463.9
1781,54,Male,50.8,1.68,159,135,62,1.43,Mixed,13.9,5.0,7,3,18.0,8.0,0.75257732,6.020618557,437.4
1782,22,Male,94.3,1.88,200,156,76,0.52,Cardio,26.7,2.8,2,0,26.8,7.0,0.64516129,4.516129032,221.5
1783,55,Female,80.1,1.83,168,133,68,0.8,Cardio,27.1,3.6,5,1,24.0,7.0,0.65,4.55,291.6
1784,58,Female,70.3,1.63,170,141,73,0.39,Strength,31.1,2.9,3,0,26.3,6.0,0.701030928,4.206185567,115.3
1785,31,Male,52.6,1.48,196,161,78,0.9,Strength,25.7,3.8,3,0,24.0,6.0,0.703389831,4.220338983,199.8
1786,56,Female,59.7,1.66,156,115,64,0.85,Yoga,25.6,3.9,6,2,21.7,3.0,0.554347826,1.663043478,84.4
1787,42,Male,51.0,1.62,168,153,68,0.44,HIIT,25.3,3.0,2,0,19.5,9.5,0.85,8.075,181.2
1788,37,Female,77.2,1.7,186,133,68,0.7,Yoga,24.1,3.8,3,1,26.7,3.0,0.550847458,1.652542373,89.3
1789,19,Male,76.1,1.69,204,170,70,0.73,Mixed,16.4,4.4,4,1,26.7,8.0,0.746268657,5.970149254,331.7
1790,56,Female,75.8,1.69,171,140,65,0.73,Strength,18.8,3.1,2,0,26.6,6.0,0.70754717,4.245283019,234.9
1791,23,Male,77.2,1.73,199,145,79,0.44,Yoga,21.6,3.2,2,0,25.7,3.0,0.55,1.65,56.0
1792,34,Male,67.5,1.56,183,128,60,1.23,Yoga,11.0,4.4,7,3,27.8,3.0,0.552845528,1.658536585,137.7
1793,42,Male,87.8,1.72,183,139,58,1.2,Cardio,15.3,3.6,6,2,29.6,7.0,0.648,4.536,477.9
1794,45,Female,48.2,1.64,170,122,64,1.3,Yoga,20.3,4.8,4,2,18.0,3.0,0.547169811,1.641509434,102.9
1795,19,Male,52.0,1.7,205,183,59,1.25,HIIT,17.0,3.6,7,3,18.0,9.5,0.849315068,8.068493151,524.5
1796,52,Male,97.3,1.78,169,129,80,0.46,Yoga,24.3,2.8,2,0,30.9,3.0,0.550561798,1.651685393,73.9
1797,54,Female,45.2,1.56,162,150,80,0.62,HIIT,26.4,3.4,2,0,18.6,9.5,0.853658537,8.109756098,227.3
1798,22,Female,53.6,1.65,194,177,80,0.25,HIIT,29.5,2.5,3,0,19.7,9.5,0.850877193,8.083333333,108.3
1799,18,Female,63.6,1.67,203,170,72,0.73,Mixed,17.5,3.9,3,1,22.8,8.0,0.748091603,5.984732824,277.9
1800,57,Female,47.7,1.63,163,119,67,0.52,Yoga,20.2,3.5,4,1,18.0,3.0,0.541666667,1.625,40.3
1801,29,Male,70.4,1.77,190,154,70,0.43,Strength,21.7,3.2,3,0,22.5,6.0,0.7,4.2,127.1
1802,53,Female,52.2,1.61,160,138,71,0.51,Mixed,24.1,3.9,3,0,20.2,8.0,0.752808989,6.02247191,160.3
1803,40,Female,60.9,1.62,179,139,65,1.25,Cardio,19.3,3.4,5,2,23.1,7.0,0.649122807,4.543859649,345.9
1804,48,Female,65.0,1.61,176,128,70,0.82,Yoga,28.3,3.7,3,1,25.1,3.0,0.547169811,1.641509434,87.5
1805,28,Female,72.4,1.79,188,157,65,1.08,Mixed,13.0,4.8,5,3,22.6,8.0,0.74796748,5.983739837,467.9
1806,27,Female,59.6,1.63,194,152,74,0.35,Cardio,32.3,2.3,2,0,22.4,7.0,0.65,4.55,94.9
1807,20,Female,74.6,1.73,205,169,60,0.68,Mixed,22.7,4.1,5,1,25.0,8.0,0.751724138,6.013793103,305.1
1808,31,Female,99.3,1.88,192,159,59,1.04,Mixed,18.3,4.8,6,2,28.2,8.0,0.751879699,6.015037594,621.2
1809,33,Male,85.1,1.67,181,149,55,1.19,Mixed,8.0,5.0,7,3,30.4,8.0,0.746031746,5.968253968,604.4
1810,27,Male,74.2,1.79,195,176,70,0.73,HIIT,28.9,2.8,3,0,23.1,9.5,0.848,8.056,436.4
1811,46,Male,106.8,1.85,181,127,61,0.71,Yoga,16.2,3.8,2,0,31.3,3.0,0.55,1.65,125.1
1812,27,Male,87.4,1.78,195,156,83,0.25,Cardio,27.2,1.8,3,0,27.5,7.0,0.651785714,4.5625,99.7
1813,29,Male,53.7,1.68,197,133,55,1.05,Yoga,13.4,4.2,7,2,19.1,3.0,0.549295775,1.647887324,92.9
1814,47,Female,57.7,1.74,178,150,67,1.19,Mixed,22.3,4.9,4,1,19.0,8.0,0.747747748,5.981981982,410.7
1815,58,Female,52.2,1.55,156,144,73,1.21,HIIT,29.4,3.7,4,1,21.7,9.5,0.855421687,8.126506024,513.3
1816,18,Female,76.4,1.6,205,167,78,0.68,Strength,26.0,3.2,2,0,29.8,6.0,0.700787402,4.204724409,218.4
1817,22,Female,57.7,1.62,204,169,63,0.62,Mixed,30.4,3.7,4,1,22.0,8.0,0.75177305,6.014184397,215.2
1818,37,Male,65.0,1.9,182,151,81,0.65,Strength,28.4,2.9,3,0,18.0,6.0,0.693069307,4.158415842,175.7
1819,25,Male,59.0,1.6,201,181,65,1.5,HIIT,15.4,4.0,7,3,23.1,9.5,0.852941176,8.102941176,717.1
1820,29,Female,45.9,1.6,190,171,64,1.33,HIIT,15.9,3.9,6,2,18.0,9.5,0.849206349,8.067460317,492.5
1821,18,Female,49.1,1.58,202,162,70,0.55,Strength,29.7,4.0,5,1,19.8,6.0,0.696969697,4.181818182,112.9
1822,37,Male,65.3,1.74,179,162,65,0.63,HIIT,20.3,3.2,4,1,21.7,9.5,0.850877193,8.083333333,332.5
1823,45,Male,70.6,1.69,170,142,76,0.62,Strength,22.2,3.5,2,0,24.6,6.0,0.70212766,4.212765957,184.4
1824,54,Male,89.9,1.79,167,152,71,0.93,HIIT,24.7,2.7,5,1,28.1,9.5,0.84375,8.015625,670.2
1825,54,Female,81.7,1.75,165,137,73,0.56,Strength,25.8,3.6,3,0,26.8,6.0,0.695652174,4.173913043,191.0
1826,29,Female,45.8,1.54,184,149,68,0.97,Strength,18.0,3.9,5,2,19.3,6.0,0.698275862,4.189655172,186.1
1827,54,Male,57.6,1.6,168,125,72,0.75,Yoga,24.5,4.5,5,1,22.5,3.0,0.552083333,1.65625,71.6
1828,45,Male,80.2,1.82,178,164,85,0.63,HIIT,16.0,2.8,2,0,24.3,9.5,0.849462366,8.069892473,407.7
1829,32,Female,63.2,1.66,189,134,65,0.88,Yoga,24.0,3.4,3,1,23.0,3.0,0.556451613,1.669354839,92.8
1830,23,Female,74.2,1.8,198,146,82,0.54,Yoga,28.3,3.7,3,0,22.9,3.0,0.551724138,1.655172414,66.3
1831,37,Female,49.9,1.67,185,151,71,0.58,Strength,29.5,3.6,3,0,18.0,6.0,0.701754386,4.210526316,121.9
1832,31,Female,48.6,1.58,190,158,63,1.19,Mixed,16.5,5.0,5,3,19.4,8.0,0.748031496,5.984251969,346.1
1833,19,Male,60.9,1.65,203,159,57,0.78,Strength,25.4,3.8,5,1,22.4,6.0,0.698630137,4.191780822,199.1
1834,26,Male,45.1,1.58,197,177,67,0.69,HIIT,18.1,3.1,5,1,18.0,9.5,0.846153846,8.038461538,250.1
1835,54,Male,70.0,1.62,163,136,72,0.84,Strength,16.4,3.7,4,1,26.6,6.0,0.703296703,4.21978022,248.1
1836,37,Female,53.5,1.7,177,140,71,0.62,Cardio,15.0,2.6,5,1,18.5,7.0,0.650943396,4.556603774,151.1
1837,43,Female,80.2,1.73,179,161,60,0.68,HIIT,30.2,3.8,3,1,26.7,9.5,0.848739496,8.06302521,439.7
1838,46,Female,61.1,1.52,175,149,73,0.26,Mixed,32.6,3.9,2,0,26.4,8.0,0.745098039,5.960784314,94.7
1839,18,Male,61.5,1.68,204,160,77,0.69,Cardio,23.2,2.5,3,1,21.8,7.0,0.653543307,4.57480315,194.1
1840,52,Male,73.6,1.62,174,143,70,1.02,Strength,20.1,4.0,5,2,28.0,6.0,0.701923077,4.211538462,316.2
1841,23,Male,70.4,1.62,197,157,65,1.32,Strength,14.6,4.7,7,3,27.0,6.0,0.696969697,4.181818182,388.6
1842,54,Female,65.3,1.69,165,145,85,0.64,Mixed,28.6,3.9,2,0,22.8,8.0,0.75,6.0,250.8
1843,22,Female,58.9,1.62,200,160,66,0.94,Strength,26.1,3.8,2,0,22.3,6.0,0.701492537,4.208955224,233.0
1844,50,Male,93.9,1.82,165,138,58,1.38,Mixed,10.4,4.5,7,3,28.4,8.0,0.747663551,5.981308411,775.1
1845,31,Female,80.7,1.8,189,148,70,0.95,Cardio,31.8,3.0,3,1,24.9,7.0,0.655462185,4.588235294,351.8
1846,29,Male,91.1,1.8,190,157,56,1.06,Mixed,18.6,4.4,5,3,28.2,8.0,0.753731343,6.029850746,582.3
1847,59,Male,47.9,1.63,165,142,71,0.75,Mixed,12.7,4.2,5,1,18.0,8.0,0.755319149,6.042553191,217.1
1848,37,Male,61.2,1.58,181,165,77,0.54,HIIT,22.6,3.2,3,1,24.4,9.5,0.846153846,8.038461538,265.7
1849,41,Male,51.3,1.69,179,133,76,0.81,Yoga,29.8,3.8,2,0,18.0,3.0,0.553398058,1.660194175,69.0
1850,51,Female,66.2,1.66,168,153,64,0.79,HIIT,25.5,3.3,2,0,23.9,9.5,0.855769231,8.129807692,425.2
1851,42,Female,70.4,1.62,166,124,73,0.84,Yoga,20.5,4.1,4,1,26.9,3.0,0.548387097,1.64516129,97.3
1852,46,Female,75.6,1.56,171,138,75,0.66,Cardio,26.4,2.8,3,0,31.0,7.0,0.65625,4.59375,229.2
1853,56,Female,56.9,1.68,164,127,59,1.04,Cardio,17.6,3.3,3,1,20.2,7.0,0.647619048,4.533333333,268.3
1854,48,Female,58.9,1.64,168,136,62,0.97,Strength,19.0,3.9,4,2,21.9,6.0,0.698113208,4.188679245,239.3
1855,40,Female,72.2,1.75,179,162,66,0.41,HIIT,35.3,2.9,3,0,23.6,9.5,0.849557522,8.07079646,238.9
1856,55,Male,61.3,1.75,172,142,74,0.7,Strength,23.8,3.9,3,0,20.1,6.0,0.693877551,4.163265306,178.6
1857,37,Female,89.4,1.79,188,149,57,1.53,Strength,16.4,3.8,7,3,27.9,6.0,0.702290076,4.213740458,576.4
1858,40,Female,57.3,1.55,171,124,67,0.36,Yoga,31.7,3.4,3,0,23.7,3.0,0.548076923,1.644230769,33.9
1859,33,Female,72.5,1.72,191,173,71,0.58,HIIT,21.8,2.3,5,1,24.5,9.5,0.85,8.075,339.6
1860,59,Male,68.4,1.61,164,148,60,1.21,HIIT,22.2,3.8,6,2,26.5,9.5,0.846153846,8.038461538,665.3
1861,25,Female,57.6,1.56,195,161,82,0.89,Strength,32.6,3.5,3,0,23.7,6.0,0.699115044,4.194690265,215.0
1862,38,Male,55.6,1.64,170,139,66,1.11,Strength,18.4,3.3,4,2,20.7,6.0,0.701923077,4.211538462,259.9
1863,18,Female,75.8,1.79,205,164,69,0.82,Strength,19.9,3.9,3,1,23.7,6.0,0.698529412,4.191176471,260.5
1864,25,Female,55.5,1.64,193,143,81,0.54,Yoga,27.3,3.7,2,0,20.6,3.0,0.553571429,1.660714286,49.8
1865,46,Female,82.4,1.84,175,124,61,1.33,Yoga,20.6,4.9,7,3,24.4,3.0,0.552631579,1.657894737,181.7
1866,49,Male,84.2,1.73,166,143,72,0.84,Mixed,21.1,3.6,5,1,28.0,8.0,0.755319149,6.042553191,427.4
1867,55,Male,51.9,1.64,161,129,70,0.77,Cardio,18.8,2.8,3,1,19.3,7.0,0.648351648,4.538461538,181.4
1868,22,Female,58.1,1.8,203,183,68,0.74,HIIT,22.8,3.5,4,1,18.0,9.5,0.851851852,8.092592593,347.9
1869,39,Female,72.0,1.72,189,172,77,0.56,HIIT,34.5,2.8,2,0,24.2,9.5,0.848214286,8.058035714,324.9
1870,51,Female,52.7,1.59,167,137,83,0.77,Cardio,32.4,2.6,3,0,20.9,7.0,0.642857143,4.5,182.6
1871,18,Male,84.0,1.87,205,161,58,0.55,Strength,23.0,3.4,3,0,24.1,6.0,0.700680272,4.204081633,194.2
1872,43,Male,73.6,1.71,175,161,84,0.73,HIIT,25.1,3.3,2,0,25.3,9.5,0.846153846,8.038461538,431.9
1873,27,Female,50.9,1.68,191,173,70,0.91,HIIT,30.9,3.0,2,0,18.0,9.5,0.851239669,8.08677686,374.6
1874,47,Male,68.0,1.59,166,139,76,0.64,Strength,30.7,3.5,3,0,26.8,6.0,0.7,4.2,182.8
1875,35,Male,62.5,1.8,187,169,66,0.98,HIIT,29.5,3.2,3,0,19.3,9.5,0.851239669,8.08677686,495.3
1876,34,Male,71.7,1.73,185,139,82,0.59,Yoga,17.7,4.1,3,0,23.9,3.0,0.553398058,1.660194175,70.2
1877,43,Male,64.9,1.74,176,135,58,0.6,Cardio,10.5,2.4,6,2,21.4,7.0,0.652542373,4.56779661,177.9
1878,25,Female,57.8,1.63,193,142,81,0.87,Yoga,20.5,3.5,3,0,21.8,3.0,0.544642857,1.633928571,82.2
1879,57,Female,95.7,1.76,158,118,69,0.68,Yoga,25.0,4.0,5,1,30.8,3.0,0.550561798,1.651685393,107.5
1880,29,Male,79.3,1.77,194,175,69,0.76,HIIT,23.4,3.1,3,1,25.3,9.5,0.848,8.056,485.5
1881,44,Male,71.9,1.61,176,123,59,0.75,Yoga,13.1,4.3,7,2,27.6,3.0,0.547008547,1.641025641,88.5
1882,25,Male,58.2,1.54,199,168,76,0.68,Mixed,24.1,4.9,5,1,24.6,8.0,0.74796748,5.983739837,236.8
1883,42,Female,80.0,1.74,173,122,59,1.11,Yoga,16.0,4.5,7,3,26.5,3.0,0.552631579,1.657894737,147.2
1884,21,Female,59.5,1.52,200,181,74,0.69,HIIT,22.4,3.1,3,1,25.7,9.5,0.849206349,8.067460317,331.2
1885,50,Male,71.9,1.7,181,146,65,0.69,Strength,19.6,3.4,2,0,25.0,6.0,0.698275862,4.189655172,207.9
1886,18,Male,76.0,1.64,198,159,66,0.81,Strength,19.0,3.4,3,1,28.4,6.0,0.704545455,4.227272727,260.2
1887,36,Male,80.0,1.8,182,164,66,1.41,HIIT,15.8,4.0,5,2,24.6,9.5,0.844827586,8.025862069,905.3
1888,48,Male,89.2,1.64,170,121,62,0.69,Yoga,21.2,4.2,5,1,33.1,3.0,0.546296296,1.638888889,100.9
1889,33,Female,89.3,1.79,182,143,72,0.77,Cardio,23.6,3.0,4,1,27.8,7.0,0.645454545,4.518181818,310.7
1890,31,Female,51.6,1.63,197,136,62,1.32,Yoga,20.0,4.9,6,2,19.4,3.0,0.548148148,1.644444444,112.0
1891,22,Female,73.8,1.78,186,135,71,0.25,Yoga,29.4,3.2,3,0,23.3,3.0,0.556521739,1.669565217,30.8
1892,58,Female,91.0,1.89,156,123,63,1.27,Cardio,12.3,3.9,6,3,25.6,7.0,0.64516129,4.516129032,521.9
1893,43,Female,59.8,1.57,179,131,71,0.85,Yoga,27.0,4.1,4,1,24.2,3.0,0.555555556,1.666666667,84.7
1894,45,Female,78.1,1.71,171,123,64,0.78,Yoga,22.0,4.0,4,1,26.7,3.0,0.551401869,1.654205607,100.8
1895,19,Male,98.1,1.9,201,167,66,1.01,Mixed,8.0,5.4,7,3,27.2,8.0,0.748148148,5.985185185,593.0
1896,23,Male,52.8,1.69,197,165,68,1.23,Mixed,13.0,5.0,5,2,18.6,8.0,0.751937984,6.015503876,390.7
1897,26,Female,82.8,1.69,196,176,60,0.57,HIIT,20.4,2.9,5,1,29.1,9.5,0.852941176,8.102941176,382.4
